PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,TCGA_Barcode
-24.056920754370374,16.414591859712896,9.433875270844043,-16.610914103575148,1.8096829850050686,27.610204583191347,-9.927497381256197,-8.966968195154491,-10.053181816707403,30.769571317461516,-11.583914620683906,-10.949547008478511,-11.625195629624141,-15.914863527889889,-11.259459564116376,6.812390935368404,-3.8043697633108198,5.730355379217381,3.682116906024315,-10.109493840521722,6.121517002448739,-7.400169793767267,-12.35612566528406,12.32331189902344,11.90598080800966,-0.2578481865783022,10.192240220614705,4.764907586792252,18.382922256539956,-19.12899851860487,4.140697322404578,-2.6284591795060637,0.6540498375600577,-4.264114277007527,0.8298110703656532,3.843878591127105,-10.573910012920363,11.822593642284312,-7.308390442516161,-2.914221898842464,14.375058744153586,2.044140077618237,-8.982295048680015,-1.4635250706594816,-1.1162601493182467,13.509052975007492,25.260631287086696,-4.134160329807801,-1.4227019404482888,-4.923003569747602,025adeb7-dd68-47e3
20.375014960352487,-23.5464991732307,17.68191880783897,29.37112595280231,18.792165380182997,-9.011890981852899,8.256895708548624,5.011223230337097,1.1034821179180545,-11.324828722761954,-2.295382284252472,-5.9663844166380775,18.310044460472692,-7.190387261212319,13.143872826497487,-7.1462555621689425,1.5683734732428556,30.52892752019654,14.623339932823743,5.893631551807351,-5.0451866290048795,-23.13703857680678,12.84069928077929,-13.214009967788405,8.525785306209112,40.72633407163941,-1.3455119373817912,-3.3017788774779553,10.76033554331546,-2.6698510687809938,-18.276938767192505,-9.459714566744706,0.13822595948565236,5.7535156817495,3.434681538547339,11.445657719035395,-5.397616775394252,16.559905961583393,12.018715548699134,-9.730972388822602,2.5820448779867564,5.125214205207609,-0.11203228436113921,-0.237982499837639,3.206687310281863,5.192057583052487,-5.530940359176936,-0.6150188730245784,0.6243990695055909,-1.189109943118286,04d8b09b-f8d9-4c88
42.44728933086984,-60.27203912082895,-23.081313342432594,0.6523479228115052,-31.620834621072472,-10.898909306836797,-9.88667276740431,-44.980233281143285,7.969834788855961,0.3013483737296774,25.17274534317195,-4.543229473405537,-8.442323493337707,-3.1202827917379725,5.141882588011631,5.624554332525835,-8.770779461808287,4.5946588275786295,17.031866093565117,18.324027080394913,0.17568871352456833,-0.6589268663585366,1.7426525313187902,6.483864521938162,1.0867206117340853,1.924663201586782,-24.837782226167548,10.303127573952368,-7.356649691067997,4.436965741214909,3.8270672461450466,17.129025749745104,1.8821162237933362,0.07260894476598365,-11.721441950957306,-8.663039075874998,0.9692783690237491,9.31605049781923,9.604650532841477,11.502532436393077,-5.438651991162942,4.746237156022505,-11.316310381565954,3.384474017927875,-7.1070701017024795,1.4294976960228367,3.5134357297939744,11.047268923320393,7.975817467208227,2.7083607909833347,05b944b7-1530-45ca
-54.51140053930059,-5.241209847018345,-22.88117316482428,19.125797499642736,19.30278158925827,-8.750947902734017,2.006416703319091,2.2747370486328866,23.91010354303378,-1.6924510361252196,-17.3962473405395,-3.525186799756558,-9.284887621998262,6.550435594611853,-16.877827596118326,7.199042543404602,-4.708535992662314,-4.964265755824755,7.147998425430086,-18.233622451574014,-3.533914115185087,11.346011861753347,2.651865478069938,-10.31217599541276,1.6645659325533781,-4.649961304240067,0.2703806487888547,-11.2055894260778,-4.953552267062792,16.766519714080907,4.09597848249812,3.041304150296539,-17.499005238255492,9.691694118453182,-4.2527939452166414,2.397324423097102,3.0005425366296286,0.9032996715532656,3.4730704407714437,-7.487922053318475,5.211689019223665,7.857362359902607,-11.508869462586205,-9.930186581385664,1.5175587178410292,3.232839761890773,-2.8699580535110534,-4.1793296752092095,-0.5092883451249194,-12.251851965588124,06c4729b-31e9-4795
-33.786864355824555,5.992676950537549,-23.90013689010449,-4.268757972046132,2.2636404938624537,7.594887273572505,3.050790551146959,11.507498958726345,19.413241063095615,3.041986460591605,-3.1664546830357856,0.48467746122009436,9.356772582126279,9.410475572988252,24.587985192537104,21.577759305301466,1.5836371242247802,14.003916141656108,-4.184077573975413,-15.566830194574523,2.6767490369849978,-2.1744549535727344,4.852330061495977,20.705945735478814,-14.303176330964575,5.004249745590906,9.660152926971488,4.150626482842018,-13.093444957372006,14.711808384910146,-0.36388449768829584,6.1426756866329235,-12.369004744268569,6.4227099966629355,13.070033231829253,-15.52985042533246,1.204016316392948,12.035682568595647,-5.385922922654377,-11.688976209487508,-7.14283854191987,5.947706561557535,2.2899662961426785,-5.052950050990453,-2.046670817934267,7.1287394305061,-1.1043219419869112,4.3878427724221165,-2.103417552120021,13.196380079197697,06cc0bc6-1b36-4318
46.72405521107069,20.843415105760823,-19.498171327291633,-23.97741037237705,7.599274493740502,-4.186156535179398,-11.691826380753076,-0.565311717314152,-9.656055067763658,10.446648910353524,-10.931898180417356,-15.387777792672091,1.7924488461846715,28.276166147624025,2.281026306106566,-1.6851298804071306,-4.534497580536769,0.44945540014139,2.1964332307565315,5.0203383374289805,7.920283639368028,-4.867014437980529,21.64216353604457,-5.4944382526058515,2.1947763893829375,-8.140186296657166,-2.665698266663819,3.4605542999625367,0.720131345036381,6.318451711283039,-2.0031207678691247,-17.270474710270648,2.2355048222501765,-2.4581360077404497,1.2523541197493888,-3.811743303007505,-3.367276764908598,0.5209333314141639,6.496893679192549,-1.097275357464984,6.403773160808889,5.535337349597764,1.6320392420676173,5.39574387761365,7.2621809190468785,-8.014367145963753,1.6557338979196765,5.642986709908471,8.078979588907337,0.0838653862947332,073939c1-c857-4340
38.86378728064581,-49.209822858946985,2.168204297766289,16.49988576487717,4.094877659024088,7.87875171836923,-17.42475967260995,17.986286628671966,-18.58810813402286,0.0003829080938083015,-27.097481014697085,3.267078734195446,-1.9300732287552502,5.931592113170002,4.22648275786616,-7.10149303342524,-10.686123501305861,15.71174523918592,1.7016158378802506,11.611160090294291,9.058220394891926,-2.1526762498074863,1.3468152130706794,6.109967760698875,-3.528123091397737,13.605267436509743,-7.474683850210436,-1.8121700913518548,8.382300893672625,9.299947788518386,6.5937742081786626,13.491493627888948,-1.8077914890090019,-9.1269979701863,6.668794142308416,12.200962579934307,6.30668132274143,-14.748710926543152,3.487320121655684,-3.344305595075249,-11.62171043079705,-4.489931783776409,3.911413685811007,-7.597503144623814,-7.731480915604281,-1.9978438998023045,5.58518401832003,-4.560363402782033,-2.5359140343464404,-2.9334346321055165,0910707b-5702-4cdb
-5.2713619311029944,14.894007226852912,32.078617886649965,15.01413522891469,-22.350146704449518,48.633986862691,19.862007932598463,-20.09077094404711,-0.5484758457963252,-22.807084943298214,-10.066409542701631,2.4007182252834296,-8.250675879529126,1.6039409398308297,8.042018409528064,1.3082050726627745,1.7156247039264871,-2.9586979769797765,3.1239515883959457,6.400515728404598,-14.558032421945333,7.418500318564108,4.4269500191506586,-3.0623072547359556,-6.419161895338666,2.978126762570858,2.472783589991045,-10.84873543288887,-11.192094999740496,-7.138966965051923,1.8036966347997143,-1.2963021669321626,-3.7381111435820986,-3.1806599718045345,2.9666553740165282,3.2237906884622847,-1.1758852432464049,-2.9439810784249336,0.7364961971883571,5.329703738111468,2.5384852866490935,-3.2480735944596786,-2.334291001383153,-3.0235902494013356,-0.4082356230342282,0.1142552750142831,0.3520719848827831,1.2576180923242517,2.0411354927268484,-5.928465343499255,092511fd-d7f2-4d79
27.866690529571063,36.82450657394416,7.041829973709792,-17.23671535429901,-19.046735657989327,15.651617748684536,-6.71793222511281,-3.166182939159217,19.602007543419212,30.029556437753623,-3.603166826839515,7.951441124873731,9.241001720287151,-7.192638214264361,-3.4846625827242876,-11.055065355983162,-3.5796504244497074,-1.3740394626024144,-1.3047283551447058,10.332917761352219,-1.2087760948399755,9.27887590253609,-8.09074252740091,-4.023130711877577,-2.987964318528857,4.356117154884539,-7.115123965094548,-0.838444994234058,0.9191115600243375,2.67080039768815,-6.705863479699166,4.629509010191405,-2.586884826818867,1.459780530151562,5.591296692939664,-6.1509561432763995,4.78028597614695,-3.2111125590713487,1.6239999824300315,-5.593848972748001,8.987214760022063,4.583539285704516,5.8691311407958375,-2.820029093217837,-0.8971262099834912,2.609396043147082,-1.445444181799001,-1.6129222712552314,-2.1710352673171145,0.8442758447618429,0965a7ff-1a9f-4cc6
-54.3481599773082,4.529503750160776,-19.160132513116302,-1.366283212610132,-7.28856653231594,0.11253201817035513,10.573585065264098,14.18198649689844,30.06205467812277,0.4646143822427127,6.488653377298687,16.89202253977243,10.322885438699885,3.9317430458721705,24.51670067459041,2.020148572228956,-0.9728419398028283,16.823868869510655,-4.425621404545623,-6.14366501057207,6.516754976900732,-3.457341014909014,8.560995751029429,33.16333371445191,-11.424227564513346,-4.408114597838656,0.5637406098906041,-1.9774972408841205,-0.05972740362564466,9.798440165902505,1.9555831921996856,-0.9748257110309368,7.17357584268753,-0.22388357937384545,6.01385972108702,4.912855614446366,-10.262391132226476,-2.4842133516744225,1.8533367344091412,13.71273261400386,5.614250717737157,-13.58609835280837,-6.994770035127019,6.430505346124016,-0.5224391810574972,-1.8325480474371227,2.090349194976333,-8.196070518802223,0.668554980688233,-3.065626767596038,0984499c-19ef-4174
